ID	Tweet	Intensity Class
30636	bright side youtub hero leafi final get ban	0
31062	tagaddr awesom p ok odd swap neighborhood hilari	3
31370	reflect grind real work 2 job amp school ksudsm ksu recruit instructor tumbl gradschool	0
30948	love laugh cri work katherinemansfield failur dealingwithfailur	2
30259	ooh hygg candl jasmin tea amp gbbo happi	2
30276	cheeri ghost	2
30515	hey u never know channel 4 version gbbo might actual quit good advert end world	1
30413	insur good health eat light breath deepli live moder cultiv cheer maintain interest life	1
31269	educ child rich educ happi grow know valu thing price	0
31341	let get astro game go alreadi go need 5 attend cheer victori	2
30678	tagaddr chirp	0
31102	bcwinechat common method use make bc sparkl wine	0
30549	tagaddr tagaddr lol ur cast even whole villag die massali like cant chaudhri cheer massali	0
31256	true way render happi love work find pleasur francois de mottevill	1
31287	chiropractor make happi	3
30109	cute tagaddr truelov hilari tagaddr beauti amp grace never heard explicit spoken eleg mingo	3
30134	tagaddr wonder experi watch yesterday tagaddr thankyou	3
30394	tagaddr go check bf give u strength one smile topno1	1
31393	tagaddr aesthet pleas everi singl day even pretti woke tire alway	0
31146	gave u20 rugbi bet rooster cheer nrl	0
30512	tagaddr tagaddr cheer clap assum	1
30760	tagaddr see gleeful look tagaddr face crimin king use n word denigr black	0
30997	time joyous celebr	3
30787	tagaddr dont sit take u spri young children	0
30898	tagaddr ppl get trigger u smile irrelev	0
30289	tagaddr wag tail prais paus tilt head took frisbe let play	2
31247	tagaddr sure heyday	1
30730	tagaddr episod anim week air	0
30278	watch amaz live ly broadcast tagaddr live music	2
30013	morn start amaz hope whole day go want go n greatday	3
30672	tagaddr switch steve carrel put kurt glee accur	0
30192	tagaddr tagaddr blew internet chirp lol love	2
30726	tagaddr look way let think rohan last week optim	0
30915	twd come soon	0
30065	tagaddr thank happi birthday well	3
31525	mon celtic give us someth cheer place empti soak amp wee nephew birthday ffs start well drop	0
30498	even forget robinhoodhour tonight n n bizitalk bizhour southyorkshir mansfieldhour sheffieldhour nottshour	1
31260	friend send ballon firework text amaz	3
30959	lui ortiz duck ustinov mean fight left tagaddr futur look bright ortiz box	0
31608	tell truth make someon cri better tell lie make someon smile truth lie cri offalonehugot	0
30108	use smile chang world let world chang smile quot actorslif love hardworkpaysoff fun	3
30545	updat yet hang tagaddr still hope	0
30491	tagaddr thought funni mayb coincid green must offici color optim	1
31183	tagaddr took awfi long time spot goal disallow	0
31391	tagaddr tagaddr smile doesnt necessari mean happi sometim mean strong	0
31582	surviv spin tri get stair hilari tho jellyleg	3
31349	communitysleepcoach look narcolept puppi make smile human amp find odd posit seek th	2
30015	tagaddr love much smile	3
30455	tagaddr littl play n nhe hesit pull away enough could get word lip brush	1
31103	bcwinechat common method use make bc wine	0
31107	happi recip open mind laughter kind heart amp optim	3
30145	posit cheer grate expect tagaddr success leadership	3
31532	tagaddr gunna make cri need glee day	0
30139	tagaddr love parodi account well done vote trump lol	3
30701	tagaddr tri ask cheeseburg onion amp mustard mcdonald	0
30910	tagaddr tagaddr happi birthday jin young princejinyoungday happyjinyoungday got7 happi birthday	3
31611	tire bodi mind sparkl teeth say follow good night apocalyps good luck aspi	1
30972	quoteoftheday r r wild thing young noth smile old r r dailyquot quot	1
31358	tagaddr lt took anoth sip earth shatter soul exhilar sex think black soul kind gt	1
30765	oh cheeri fuck note good night shit head x	0
30587	tagaddr rememb heyday ladi rang age say mid 30s earli 70s	0
31366	tagaddr often imagin hoe moon would feel meet jovial moon special	1
30950	god chirp burp	1
30821	peopl cheer sport team complet outsid new jersey pa piss	0
31405	cri tagaddr snapchat bring serious glee feel	1
30825	nawaz sharif get funnier tagaddr day day challeng kashmir baloch	2
30662	alway lead kind hilar averag peopl never experi especi breakup	0
30078	bridgetjonesbabi best thing seen age funni miss bridget love hilari teammark	3
30196	love tagaddr independ msg tagaddr happi amp fulfil within amp posit flock happi independ	2
30883	tagaddr good optim sir	1
31017	tagaddr dont mind much smoother thicker textur make hearti also im glad ice coffe thing uk	1
30210	rememb life bless god make joy experi regardless odd gbi	2
31305	pummel cheer jauntili utter one side make us harder better faster stronger	2
30964	littl sniffl end song get everi time rejoic	2
31371	tagaddr elizabeth smith said cheeri smile pleasur meet sir travel	2
30073	thenicebot melbj smile wink across web thenicebot	3
30614	hate go doctor mani level least go sleep smile watch dwight live nation	0
31454	boy fall make miss cheer friday night much sooooo bad bulldogslway	0
30564	two older boy elat toddler terrifi pic poor littl face peep hole basket	0
30044	val alway smile love gbbo	3
30703	tagaddr optim	0
30837	age heyday blood tame tagaddr shakespeareaninsult hamlet elizabethan williamshakespear	0
30777	hate tri play get shut lol serious	0
30274	tagaddr tagaddr risk block thought video wake hilari	2
31009	tagaddr liver elat us	2
30488	good thing sick cough like ab workout mayb ab defin time better optim	1
31113	tagaddr tagaddr rejoic someon sad bad karma cencern definit peopl deserv	0
30523	might pay health insur like sparkl water brussel sprout think adult	1
30568	regular cheer emot supper give ladi soon entir	0
30586	ukulel bag fallen apart welll least life yet joy n n quot problemsolv behappi	0
30187	watch amaz live ly broadcast tagaddr music	2
30431	cheer heart unend banquet proverb mishl 15 16	1
30541	find way top glee	0
30454	optim lead success bill kerr tagaddr success optim goal	1
31267	blood mucus choke swallow mirth cut short wrong answer take awkward movement tagaddr	0
30626	time ever cheer johnni	0
31523	brigetjonesbabi brigetjonesbabi best film hilari good funni	3
31603	sport top seed johnson chase doubl delight tour championship	1
31459	tagaddr okay hilari	2
30292	watch amaz live ly broadcast tagaddr music	2
30560	hey u never know channel 4 version gbbo might actual quit good advert end world optim	0
30362	happi want other like let happi choic life pleas everybodi	1
30058	happi come across tagaddr notebook handmad would love talk musthav want need happi amaz	3
31384	tagaddr look fab made big screen wait see evolv amp bright futur littl toy peopl	2
30149	ukedchat a4 go outsid gym hall play n educ learn	3
30156	day 3 harvest16 listen sound chopper work way closer home tagaddr make happi farm365	3
30510	tagaddr tagaddr tagaddr tagaddr tagaddr tagaddr hey sparkl word pick 4 biz card	1
31604	meth documentari exhilar	0
31357	batman anim seri gift 90s anim god	2
31426	want highlight bright ever get lost someon look dark find	0
30294	love mari undi optim could present dog shite find someth good say gbbo	2
31307	tagaddr anim version better	0
30182	tagaddr tote listen endless hilar tom odel raaar morn tagaddr tagaddr tagaddr	2
30719	tagaddr white prick laugh use languag cri coffin rejoic anoth	0
31067	tagaddr tagaddr book 5 spright amp fun cuz reinvigor harri potter seri kid	2
31540	treat joy laughter form worship spiritu warfar laughter live victori worship	2
31383	tagaddr send ya play nibbl	3
31284	tagaddr cheer tagaddr tagaddr	2
31172	man know juggl ball n funni pun punni lol hilari	3
31397	tagaddr cheer chuck	0
31008	today un arm silenc lung rejoic freedom insid color woman count jawbon becam razor free	2
30112	love love love smile fun relaxationiskey	3
31430	look us smile photograph see secret behind fake smile ω fact fact life	1
31106	wrath one kill laughter friedrich nietzsch friedrichnietzsch	0
30554	cross parti group croft meet tonight tagaddr suspect go live meet	0
30215	simpli act kind strength optim today best day ever tagaddr tagaddr tagaddr	2
30416	tagaddr like statement love optim	1
31491	tagaddr wolf want hihi	0
31061	content life short	0
30656	tagaddr wtf tenaci jubil	0
31231	great meet tagaddr tagaddr tonight live enthusiast bunch look forward work	3
30616	tagaddr thought fun fun bright side fight park	0
31448	happi everyth good see good side everyth optim	1
30131	tagaddr sit close extend period time exhilar beauti live lol	3
30926	beauti day	2
31124	eve izzi paig cheer sing song togeth	2
31154	want success cheer happi tagaddr	1
30200	tagaddr tagaddr wish realli truli wish modicum banter hilari	2
31082	ukulel bag fallen apart welll least life yet joy n n quot problemsolv behappi	0
31145	life izn pleas other n n hell	0
30845	cheer heart good medicin broken spirit sap person strength proverb 17 22 wednesdaywisdom	0
31104	tagaddr hilari	3
30833	tagaddr tagaddr like optim	2
30841	turn 25 two week happi 24 darkest year yet elat surviv	3
30696	tweet pictur four fiction charact describ one anim charact tagaddr	0
31226	love tagaddr far hilari tagaddr wonder hilari bravo	3
30891	tone voic like one direct thought timid yet play	1
30856	day make goal challeng busi goal optim happi success photograph photographi thursdaythought	1
30673	tri drown gift someon make truli happi without materialist thing	0
30219	tagaddr tagaddr watch jubil scrum end day rememb still kid priceless	2
30680	cluck cluck cluck wolf wolf wolf chirp chirp chirp ever hear	0
30800	bird begin chirp tri sleep jetlag	0
30317	tagaddr glad gain cheeri vibe look happi meal	2
30159	exhilar last minut overtim wch2016	3
31038	tagaddr happi birthdayyyyyi pretti miss	3
31422	hard cheer team north america sinc us got taken	0
31463	end day got ta happi	2
30003	tagaddr thank much gloria sweet thought made day joy love	3
30852	val remind one cheer witch look aurora disney sleep beauti gbbo	1
30604	put famous dex tweet breezi lol chris guy dex bitch lmao n music ass	0
31291	tagaddr sir hilari	2
30088	tagaddr sweet amp play	3
31177	best quot 7 german almost happi	0
30138	wake dream laugh someth stupid make laugh	3
30902	must know blith mean adj happi cheer	2
30066	realli love custom servic tagaddr alway nice help cheer	3
30699	tagaddr grumbl sat atop sushi bar stool cross arm defiant play gestur though gave anyon gt	0
30152	tagaddr make complet sens elat hear	3
30938	draw mini comic joy fold mini comic medit relax think need halloween	2
30166	tagaddr may send copi herothegreyhound either e book real paper one boy greyhound smile tear laughter	2
30853	tagaddr thank much come detroit go sob joy rainbow brb	3
30384	watch amaz live ly broadcast tagaddr live music	1
30157	tagaddr tagaddr tagaddr tagaddr tagaddr tagaddr nga joy day	3
31015	tagaddr cheer jigaboo	0
31394	tagaddr least blake live ryan reynold still togeth god bless beaut coupl	1
31303	fuck play	0
30956	terribledebatequest given mani laugh afternoon thank twitter cleverpeopl	3
31012	tagaddr breezi luvvvv	2
31437	tagaddr great hear one thing make feel like hearti chicken noodl soup right	1
30094	tagaddr tagaddr tagaddr found thin mint freezer clean elat	3
30113	tagaddr ladi xmas dept answer call hello mrs xmas yep true stori win xmas cheer goodcustomerservic	3
31001	smile messeng good	2
31186	better second half team season	0
30477	tagaddr easi breezi beauti rasta mon	1
30207	tagaddr wait mirth	2
31029	tagaddr make sacrific make happi	0
30472	tagaddr glee glee glee glee glee glee lost lost lost low much	1
30300	cheer good temper spent remain	2
30142	tagaddr happi birthday bless day love toronto bday smile	3
31615	ask one thing guy tonight got happi proud disappoint footbal timetoclimbthet	2
30710	halfway work realiz forgot put underwear go one day mombrain toomuchgoingon longday breezi	0
31336	tagaddr yessir also cheer sweden bc lundqvist	1
31257	tagaddr discov send anim gif updat imessag	0
30677	sometim like ride arround peopl shoulder drop unexpect vent doorjamb like big gleeful spider	0
31198	tagaddr see thing cloud other see elat	2
30897	feel good get outsid minut get fresh air hard stay coop insid day	2
30829	tagaddr assur laughter increas anger cost arrog westminst	0
31019	love play underlord listen cheeri anim music	2
31168	book start improv relationship tonight take journey fun laughter romanc metaphys htt	1
30735	anyon rememb movi anim late 70 call shame jungl john bulushi wild tast	0
31249	breezi breezi breezi breezi buzzinnnnnn	1
30123	food get deliv	3
30577	tagaddr tagaddr happen expect thumb place glee interpret doubl negat	0
30776	logic speak worst ever felt even pass still joyous occas	0
30184	tfw en rout futur tagaddr come ya openhous futurecantor exhilar nycletsgo	2
31321	girl play childlik seem love relationship imagin serious convo cute	3
30558	hey nascar fan go race loudon weekend stop new day diner great hearti breakfast go	0
30650	tagaddr tagaddr gleesom threesom	0
30239	tagaddr aww main coon littl name ted eddi wonder cat good cat play sweet	2
30712	halfway work realiz forgot put underwear go one day mombrain toomuchgoingon longday	0
30610	tagaddr optim lose actual compromis p	0
30681	tagaddr heyday race war 2016	0
31490	tagaddr tagaddr welcom genuin made give head wobbl realis import life	1
30913	watch footbal match without commentari someth rejoic found transmiss citi match like today joy	3
30550	ever get nerv quit restaur find tonit glee	0
31196	happi internationaldayofpeac everyon hope world becom better place less divis happi keep smile	3
30246	violent scream four wind aint ever get older cute jovial rhythm start move hip along wave arm air	2
31481	feel like one friend brought freshmen class pre game earlier year bc keep smile	1
30721	tagaddr whole thread jovial fun comment like full misogyni	0
31376	love hearti negro laugh jade tagaddr let locht	3
30637	despit absolut delight children would feel kitten home miseri husband would feel	0
30290	kayak merriment togeth sevylor inflat kayak eyggjxml	2
30471	tagaddr n alright said cheer tri make moment fun	1
30332	watch amaz live ly broadcast tagaddr live music	2
30842	thenicebot indymn thought holiday could get cheer met thenicebot الخفجي	3
30582	cover smile mayb get better	0
30450	updat yet hang tagaddr still hope optim	1
31035	hannah week survivor find buoyant gen x milleni survivor	1
31133	wast day day without	0
31511	envi ice least give warmth melt taylorlautn twilight quot	0
30222	tagaddr cheer cheer red white grand final win fight thank tagaddr	2
31331	breezi love	2
30228	omg outsid make beat garageband littl bird decid chirp along	2
31087	joy hope patient afflict faith prayer roman 12 12	0
31332	lord jesus want prison want free entic heart beauti truth amp allow rejoic amen	0
30052	today first time math professor let us live earli class time 15 min feelsgood happi wednesday	3
31396	melissa benoist grant gustin music crossov episod glee origin arrowvers	2
30267	happi next class cancel bc im od tire	2
31117	delight lane tonight wit debut young talent could backbon club coy	2
31210	lord thi god midst thee mighti save rejoic thee joy nzephaniah 3 17 kjv	2
31446	happi everyth good see good side everyth	2
30963	happi birthday tagaddr cheer cheerchick jeep jeepgirl idriveajeep jeepjeep cheer	3
30649	method thin assault corridor thine liveli chd	0
31512	envi ice least give warmth melt taylorlautn twilight hilari quot	0
31016	tagaddr laurel hearti handshak	1
31378	tagaddr love play guy becom offlin beepbeep	2
30533	watch amaz live ly broadcast tagaddr musicallyjh	1
30366	non permiss environ also call battleground milspeak hilari	1
30846	somebodi brave storm brew cheer	1
30439	watch amaz live ly broadcast tagaddr live musicallyjh	1
30695	non permiss environ also call battleground milspeak	0
31610	happi mean let go cling attach thing life wednesdaywisdom life	1
30411	live amp love tagaddr tagaddr tagaddr buffnpolish	1
30536	see hover block button today much glee	1
31116	tagaddr tagaddr ditto amaz atmospher philippplein cheerlead stunt londonev cheer	3
30087	tagaddr wait said cheer grin	3
30951	elat celebr like obama wait last day offic tell nation brother get repar	1
31400	present propens hilar play larg part determin funni offens ratio well thought go	1
30420	tagaddr sparkl look like gay vampir	1
31434	tagaddr need 2 bust elit dc need job 4 need clean blith inner citi rebuild hous cont2	0
30887	moment leviti b41 babi want isi give isi nmom shh nbabi want isi nwest indian woman want nmom ice	1
31324	pain hip squat sign youth spri right	0
30128	good morn joy peopl choos happi great day today morn happi grandmercurejktkemayoran	3
31094	ninaturn mine happen countri need moment leviti bernblad lisavikingstad	0
31182	tagaddr took awfi long time spot goal disallow pleas	0
30293	make success happi forev	2
31547	hilar ensu	2
30344	live simpli dream big grate give love laugh lot unknown quot inspir	1
30653	stack porthol way heyday worthi faith bull eye transport servic mom	0
31328	tagaddr forget hair salon look light amp cheeri would go coffe amp read book	3
30029	firstdayoffal happi sip pumpkinspic flavor coffe smile happi fall everyon amwrit	3
30839	good cx often requir much smile care relat help thank laki court hotel cyprus	2
30358	tagaddr n nother begin tell stori realiz make attempt cheer sweet	1
30428	fix clever ritual make feel frolicsom	1
31562	tagaddr disney 1994 anim music film thelionk influenc williamshakespear hamlet song eltonjohn	1
30591	tagaddr mani chanc show look live good shot tip bar end	0
31499	tagaddr dwts make night everi show	3
31137	half past midnight loud bang front door told new rape case edinburgh today nosleep	0
31580	find smile even laugh joke even think particular funni know love	2
30507	tagaddr cheer	1
31515	charm liveli also weak	0
31526	tagaddr yep peep alway cheer other fine drool gbbo x	2
30114	happi birthday tagaddr keep smile alway wish wonder year ahead mam	3
31159	tagaddr guy back pictur hilari	2
31552	like said plenti cheddar chees go around everyon smile	2
30885	tagaddr get tagaddr delight	1
31364	tagaddr cheer team sweden today team north american	0
30707	quarterback wreck everi time	0
30071	funni everyon came life like far cheer self confid could make 3abla kaml fg2a kda	3
30339	tagaddr cheer voic echo grand familiar home smile blossom rosi brim mom reciproc	1
31519	come tagaddr fundrais fri 8pm tagaddr pie face	1
30262	followback quote_soup happi everyth good see good side everyth	2
30023	onlin day come play happi happi horni play sweet sour	3
30843	smell fresh cut grass even cheer boy oh boy	0
30121	smile peopl see happen think surpris smile surprisepeopl influenceintern	3
31264	weather breezi man life alway easi	1
31436	accept challeng liter even feel exhilar victori georg patton	1
31596	dehydr exhaust stress still bless	0
30702	fee otherwis trick palm oil deleg mt jaunti resid tzxchldaq	0
31496	anim littl thing might post tomorrow sinc itll good thursday nice	2
31089	smoke weed watch 12 pull somebodi els joyous thing ever	2
30299	weather breezi man life alway easi	2
30783	tagaddr tagaddr imagin stupid tri chirp racist prick	0
30744	potus obama describ tempera steadi amp buoyant side	0
30884	tagaddr tagaddr tell bodi cheer death black peopl cop fear kill us	0
30285	know great gbbo contest help cheer import	2
31361	peopl hate noth happi confid person never mind happi confid	0
30010	still happi na blast	3
31096	tagaddr want spar princ smile reach hilt ici eye keep aaron play look eye	1
30126	realli enjoy bright color like color would see downtown miami	3
30125	simpl human realli love tagaddr like truli mad deepli rejoic exist class queendom	3
30203	happi everyth good see good side everyth optim	2
31348	tagaddr tagaddr tagaddr tagaddr tagaddr get anim imo companion chang monster classic	0
30532	cheer heart good medicin crush spirit dri bone wick man accept bribe secret pervert justic	1
30396	omg got watch new seri us wow best tv show seen long time n tear moretear	1
30925	beauti day elat	3
30251	watch amaz live ly broadcast tagaddr live music	2
30869	chris would take full respons would want us rejoic memori	0
30469	watch amaz live ly broadcast tagaddr music	1
31306	tagaddr extrem play	1
31501	epicurus man least depend upon morrow goe meet morrow cheer	1
30633	tagaddr tagaddr tagaddr bob burger anim show mayb bob look like would cast base voic	0
31290	tf broke boy keep tryna find gf get ur fuckin right b4 smack yo bitchass deserv 2be happi amp u deserv ass	0
30180	tagaddr cri laughter	2
30129	tagaddr love optim blue moon	3
31509	big thank brad pitt trashi way brought modicum leviti otherwis lame week polit	0
31041	gen 8 21 niv lord smell pleas aroma said heart never lifelong deprav	0
31057	tagaddr jovial forgiv negro alway press upon act self interest favor oppressor	0
30868	tagaddr tagaddr tagaddr would tragicallyhip help tagaddr make hospit sick kid smile	1
30462	lion heart nwill protect stormi sky nand alway listen laughter tear	1
30731	tagaddr let see chirp	0
30757	noah fenc want harley quinn blake live layout	0
30256	tagaddr miss cooki send thank spri use like adventur young pup	2
31262	tagaddr lordderpli like yugioh anim show	1
30245	veteran total got ticket elat right close call	2
30647	tagaddr lucki bad pitcher whatev elkracken legit futur gottawearshad letsgoyanke	0
31220	peaceisposs parti accept one anoth rejoic togeth ondogub nov26 tagaddr tagaddr tagaddr	1
31614	walk littl boy red shirt 5 6 year age shout distanc 3 meter jovial manner say	2
30451	tagaddr know nj worst purpos laughter	1
30160	day 9 elat take pto tomorrow doneeee	3
31455	tagaddr convinc mom watch killgrav gave liter nightmar watch last episod four time smile	0
30150	way takeru eye sparkl eat like cutest thing ever	3
31282	everyon sparkl water bomb drink mix stuff	0
30379	tagaddr gut love cheeri disposit	1
30635	tagaddr tagaddr hope see leviti light romanc happi come stitch abbi way long hard road	0
31237	may optim tomorrow foundat today	2
30402	tagaddr plus hearti pour yachtrock mustacheharbor	1
30409	watch amaz live ly broadcast tagaddr live music	1
31546	peopl call pov kx4 make night	1
30920	watch amaz live ly broadcast tagaddr live music come watch	1
31567	tagaddr true rejoic fact sign qualiti young cb need one least tagaddr mebb p	0
30315	thursday mean grey day tgit rejoic	2
31474	meogysdailyvocabenhanc elat qualiti state elat feel state great joy pride	0
30583	current listen tagaddr amp tagaddr tagaddr podcast guy pleas move yvr missyou	0
31417	piersgough thorough live imagin develop sager alway challeng us better better tagaddr	0
30357	accept challeng may feel exhilar victori n ntomiho ipaglabanmo tapingday2	1
31293	give cheer	1
30501	burn keep fuel aflam alert servant master cheer expect roman 12 11 12	1
30055	live love shower	3
30674	draw scum must rub hand glee typic draw woolwich lot jammygunnerscum	0
31123	tagaddr love hilari look forward much kudo pilot tagaddr speechless	3
30296	smile everi morn posit head start client relat	2
30164	tagaddr guitar shop owner everywher rejoic	2
30983	move weekend amp sugar daddi replac nigga still happi	1
30608	tagaddr chew arcdent turlock	0
30518	top seed johnson chase doubl delight tour championship	1
31046	tagaddr tagaddr modern day book burn without aw guilt oh gleeful social share hat	0
30531	quarterback wreck everi time glee	1
30412	tagaddr shi next time cheeri bunch n nsam x	1
31478	tomorrow first day fall elat	3
30336	moment found smile	2
30194	like talk someon make laugh laughter best medicin	2
31565	tagaddr chirp chirp	1
31222	way rejoic pulpit park citi baptist church surrey bc midweek servic	2
30834	raini day cheer sunshin prussian want noth prussian	0
31127	tagaddr got 8 come back week joyous haha	2
30031	tagaddr happi birthday hope wonder day fill lot joy laughter lt 3 despit tumblr jerk	3
31345	tagaddr got staystrong smile yourebeauti	3
31279	got see last live talkat abl tell love matter	0
31561	sometim get sit back proud pleas well	0
30331	cater channel height technic hearti enjoy symptomat vrlfeyrn	2
31556	tagaddr bought steam port vice citi delight billi jean soundtrack	3
30314	tfw en rout futur tagaddr come ya openhous futurecantor nycletsgo	2
30170	tagaddr tagaddr tagaddr tagaddr tagaddr hilari freudian slip eh	2
31543	boy rejoic badger corner reclaim first social year cluboftheyear	2
30881	hate im sing idiot think join like fcking glee meanrikonabot	0
30539	decid stop afraid stop free n n brave free honest healthi life live love	1
30976	tagaddr lowkey want go chirp anna lol say hi atkin one favourit coach smart care	2
31157	sad rejoic 72 collegekil	0
31042	merriment amp laughter tagaddr tagaddr amp instruct powerpoint present well done concern amp thank	2
30103	love see happi women glow someth real	3
31273	traditionalist say bore bore bore rule cheer ignor	0
30334	tagaddr introduc littl leviti convo yep	2
30406	tagaddr n n held back skull smile kiss	1
31495	soul search like announc chosen tagaddr amp tagaddr adopt sister due hilar	2
30310	tagaddr cheer tagaddr tagaddr nhlnycsweepstak	2
30960	anoth joy encount tribez amp castlez met bartolomeo want know download game find	2
30981	take kind weak act silli keep 100 forté breezi chrisbrown teambreezi	0
31045	everi time peopl push prescript pot prohibitionist rub hand glee u hand cannabi amp slaveri	0
30575	food деньги smile microsoft_ net_framework_4 5 1_full_plus_by_gora	0
30889	l rule mind nit hilari	0
31339	tagaddr tagaddr tagaddr tagaddr tagaddr goddamn celebr draft end classic	1
30233	hearti welcom follow	2
30265	thought got mad anyth bf get mad littl thing lmfao shit hilari	2
31295	die laughter see	3
30224	watch amaz live ly broadcast tagaddr live music	2
31471	everyday wake differ tagaddr player sign contract extens love futur coy	3
30792	feel got cheat mistook sparkl ribena normal ribena	0
30080	tagaddr hahaha u da best bro ever luv u hearti heart	3
30675	fan want man utd home next round nare cheer northampton man utd right n lufc	0
30221	15 minut yoga breakfast routin chang day prepar sunriseyoga bodyawar health yoga smile stretch	2
31479	appreci amp enjoy life nuse smile help other use	2
31135	skive freshers2016 day nail sunb gym prioriti student studentnurs pamper happi	3
30111	great train cours lot photo fun laughter photo soon boostercours fun	3
30045	great time skywalk open gym tonight come everi wednesday 7 8 hillsboro train us opengym cheer tumbl	3
30270	smile respect give everyon	2
30162	travelanswerman u ride pile salt life extra sweet alway salti alway savori surf aloha smile	3
30540	thisisus mess mind amp anticip next episod apprehens amp isthereahelplineforthi	1
30854	far greet rais 250 tagaddr come sparkl tagaddr tagaddr	2
31575	mayb entir russian team test posit meldonium north american get replac	0
31243	feel take someon life either scar exhilar peopl need realiz go die	0
30213	pleas night lane next round amp bring liverpool anfield coy	2
31181	tagaddr tagaddr evil rich white men fuck croni intellig gov academia use blith black fodder	0
30785	sparkl still terribledebatequest	0
30655	well look bright side found use rope tipstosurviveapoweroutag	0
30352	15 minut yoga breakfast routin chang day prepar sunriseyoga bodyawar health yoga stretch	1
30784	wonder gleeful dumb af see world rose tint glass	0
30826	tagaddr peopl watch enjoy rare show optim	1
31576	cool see smart cowboystwitt folk chirp stuff review join	1
30261	tagaddr aesthet pleas omg	2
30874	tagaddr great mind think alik rejoic	1
30862	absolut love lauri hernandez ador alway cheer	3
30056	great train cours lot photo fun laughter photo soon boostercours fun laughter	3
30758	truli believ heart right satan rejoic one anoth	0
31248	certain hilar peopl angri protest nation anthem flag act cover 1st amend	0
31251	ladi store said nice eyelash good right optim tagaddr	0
31288	chiropractor make	0
30535	tagaddr look like tagaddr heyday	1
30408	watch amaz live ly broadcast tagaddr live music	1
30527	intermit anim ncaa pittsburgh vs mississippi spright shini bbva level peg varsiti footbal telli scra	1
31447	happi everyth good see good side everyth	2
30295	use smile chang world let world chang smile quot actorslif smile love hardworkpaysoff fun	2
31528	tagaddr tagaddr also delight	2
30453	benefit exhilar call onlin back jkuvmvqxi	1
30398	watch amaz live ly broadcast tagaddr music	1
30387	promis restor nation israel everywher look bless barn wine overflow everyth beauti joy do_u_se	1
30004	feel bless work famili nanni noth love amp appreci make smile	3
31217	watch driven food tagaddr go devon ave eat nihari make gleeful af	3
30019	tagaddr luckii chang mani way bc scari joy feel make strong	3
30407	watch amaz live ly broadcast tagaddr music	1
31070	kinda wish watch mischiev kiss play kiss	1
30619	tagaddr most anim audienc bet green sceen folk one need air	0
30999	tagaddr think ian knew pavel knew charli bet rob cackl glee heard happen thearcher	0
30790	tagaddr 26 last night 2am watch ball anim bounc 20 minut figur wrong	0
30645	gkn live well mad quick	0
31010	symmetri key everyth must aesthet pleas possibl hold twin pistol deaththekid bot	0
30381	return matt damon director paul greengrass bring back exhilar rather po face entertain movi	1
30161	ooh hygg candl jasmin tea amp gbbo	3
31326	know sparkl letter super mario galaxi spell u r mr gay	0
30035	second day job alreadi got 45 dollar tip dude whose constant twitch eye lololol cheer	3
30153	tagaddr yeah play well	3
30690	rec call 2day haitian church start florida 15yr ago prepar acquir bldg want know	0
31063	tagaddr awesom p ok odd swap neighborhood	1
30922	oi tagaddr absolut fuck kill 30 min later im still cri laughter grindah grindah hahahahahahaha	3
30528	turkish exhilar 30 shade irrupt russian visitor twelvemonth gobbler nephal	1
31184	proverb 27 9 ointment perfum rejoic heart doth sweet man friend hearti counsel n truthfmdawnbreak	2
30609	tagaddr hunter way content joyous simpl domest bliss wait word truli	0
31003	high anim even though decompos	0
30465	watch amaz live ly broadcast tagaddr music	1
30165	joyous first webiversari web mitzvah smithsonian tagaddr tagaddr tagaddr tagaddr tagaddr tagaddr	2
31601	tagaddr would height hilar fact adult swan high like attack	0
30258	man know juggl ball n funni pun punni lol	2
31174	nigga never chang even kid 29 year old interview seem jovial happi death sister	1
31179	love new show tagaddr hilari	3
31229	ya talkin know know ya talkin bout new shit chuckin deuc kany breezi	0
30283	accept challeng feel exhilar victori focusx10 motiv motivationalquot quoteoftheday	2
30903	old say smile share one gain anoth day tagaddr tagaddr	1
30802	want get cake sparkl candl like cake ruin everyth	0
30791	meet new peopl grow realiti peopl desgust fake lost cheer start	0
30641	back pat 2 5 10 11	0
31118	tagaddr reaper becam reaper find stori wiki thru comic anim short	0
30937	american school live	2
31151	travelanswerman possibl r endless becca u unplug matrix stay salti happi surf sunset aloha	2
31209	bother tweet poor men nwhat good unabl cheeri go quiet miss btw	0
31071	accept challeng life may feel exhilar victori	1
31605	head north arriv breezi cave smell sweet glanc watch run 15 minut late	0
30174	tagaddr sylvia elat receiv kiss littl princ bright smile clear glanc garrett elys	2
31274	tagaddr favourit joy soul	1
30984	anyon drink sparkl water demon	0
30260	tagaddr aaa cam anim proud boy	2
30389	start watch glee week addict gleek	1
31132	wast day day without laughter	1
30734	rewatch glee break tear	0
30474	watch amaz live ly broadcast tagaddr live music	1
30840	4 2 canada final tomorrow wch predict optim canadian	1
30081	tagaddr yes amp cheer homecom game	3
30178	time go hit librari love pile book reserv collect morn glee book read	2
30214	tagaddr tagaddr sure switch cabl news cheeri	2
30659	young man compil info smile babi mattress creat new evil	0
30756	joy tambourin ceas nois jubil stop joy lyre ceas isaiah 24 8	0
30522	day 3 harvest16 listen sound chopper work way closer home tagaddr make farm365	1
31421	tagaddr game site lean ps2 heyday lean 360 last gen gen start vitriol most	0
31516	want darren open video appreci hilar	1
